case,n,m,metric,profile,method,steps,group,scalar_mobius_xor,scalar_component_xor,scalar_elimination_xor,scalar_coefficient_updates,scalar_rollback_xor,scalar_degree_checks,pivot_checks,delta_candidates,delta_coefficients,word_mobius_xor,word_component_xor,word_elimination_xor,word_coefficient_updates,word_rollback_xor,word_degree_checks,top_guard_checks,top_guard_kept,top_guard_fallback,degree_drops,scalar_guard_checks,scalar_guard_kept,scalar_guard_fallback,scalar_degree_drops
random_n13_09,13,13,max,natural,reference,280,random,193822720,0,0,0,0,29818880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_09,13,13,max,natural,reference-proposed,280,random,0,0,0,580930,0,88,0,108080,95130,0,0,0,0,0,0,0,0,0,0,3129,1750,35,0
random_n13_09,13,13,max,high,reference,48,random,33226752,0,0,0,0,5111808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_09,13,13,max,high,reference-proposed,48,random,0,0,0,1461248,0,425,0,534528,251904,0,0,0,0,0,0,0,0,0,0,354,175,102,0
random_n13_09,13,13,spectrum,natural,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_09,13,13,spectrum,natural,reference-proposed,8,random,0,0,0,11132928,0,3915,0,3088,2718,0,0,0,0,0,0,0,0,0,0,63507,31751,1012,5
random_n13_09,13,13,spectrum,high,reference,8,random,5537792,3489660928,0,0,0,536805376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n13_09,13,13,spectrum,high,reference-proposed,8,random,0,0,0,171966464,0,45378,0,89088,41984,0,0,0,0,0,0,0,0,0,0,41977,20985,11776,6
random_n14_00,14,14,min,static,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_00,14,14,min,static,reference-proposed,8,random,12845056,0,4980736,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_00,14,14,max,natural,reference,296,random,475267072,0,0,0,0,67895296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_00,14,14,max,natural,reference-proposed,296,random,0,0,0,925148,0,190,0,195360,189440,0,0,0,0,0,0,0,0,0,0,4135,2145,38,0
random_n14_00,14,14,max,high,reference,24,random,38535168,0,0,0,0,5505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_00,14,14,max,high,reference-proposed,24,random,0,0,0,1781760,0,267,0,534528,251904,0,0,0,0,0,0,0,0,0,0,218,108,65,0
random_n14_00,14,14,spectrum,natural,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_00,14,14,spectrum,natural,reference-proposed,8,random,0,0,0,41943040,0,6340,0,5280,5120,0,0,0,0,0,0,0,0,0,0,127710,63886,1648,2
random_n14_00,14,14,spectrum,high,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_00,14,14,spectrum,high,reference-proposed,8,random,0,0,0,687865856,0,90648,0,178176,83968,0,0,0,0,0,0,0,0,0,0,83965,41981,23552,3
random_n14_01,14,14,min,static,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_01,14,14,min,static,reference-proposed,8,random,12845056,0,4980736,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_01,14,14,max,natural,reference,296,random,475267072,0,0,0,0,67895296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_01,14,14,max,natural,reference-proposed,296,random,0,0,0,1217300,0,162,0,196544,173900,0,0,0,0,0,0,0,0,0,0,3579,1814,36,0
random_n14_01,14,14,max,high,reference,24,random,38535168,0,0,0,0,5505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_01,14,14,max,high,reference-proposed,24,random,0,0,0,1687552,0,256,0,534528,251904,0,0,0,0,0,0,0,0,0,0,212,99,63,0
random_n14_01,14,14,spectrum,natural,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_01,14,14,spectrum,natural,reference-proposed,8,random,0,0,0,38502400,0,5416,0,5312,4700,0,0,0,0,0,0,0,0,0,0,128098,64046,1484,6
random_n14_01,14,14,spectrum,high,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_01,14,14,spectrum,high,reference-proposed,8,random,0,0,0,687865856,0,90577,0,178176,83968,0,0,0,0,0,0,0,0,0,0,83965,41981,23552,2
random_n14_02,14,14,min,static,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_02,14,14,min,static,reference-proposed,8,random,12845056,0,5373952,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_02,14,14,max,natural,reference,296,random,475267072,0,0,0,0,67895296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_02,14,14,max,natural,reference-proposed,296,random,0,0,0,1487992,0,472,0,260776,249528,0,0,0,0,0,0,0,0,0,0,4109,2088,132,0
random_n14_02,14,14,max,high,reference,24,random,38535168,0,0,0,0,5505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_02,14,14,max,high,reference-proposed,24,random,0,0,0,2004992,0,271,0,534528,251904,0,0,0,0,0,0,0,0,0,0,247,122,69,0
random_n14_02,14,14,spectrum,natural,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_02,14,14,spectrum,natural,reference-proposed,8,random,0,0,0,55246848,0,12090,0,7048,6744,0,0,0,0,0,0,0,0,0,0,125196,62596,2936,4
random_n14_02,14,14,spectrum,high,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_02,14,14,spectrum,high,reference-proposed,8,random,0,0,0,687865856,0,90592,0,178176,83968,0,0,0,0,0,0,0,0,0,0,83964,41980,23552,1
random_n14_03,14,14,min,static,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_03,14,14,min,static,reference-proposed,8,random,12845056,0,4980736,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_03,14,14,max,natural,reference,296,random,475267072,0,0,0,0,67895296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_03,14,14,max,natural,reference-proposed,296,random,0,0,0,593628,0,162,0,107448,97680,0,0,0,0,0,0,0,0,0,0,3950,1944,54,0
random_n14_03,14,14,max,high,reference,24,random,38535168,0,0,0,0,5505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_03,14,14,max,high,reference-proposed,24,random,0,0,0,1992704,0,270,0,534528,251904,0,0,0,0,0,0,0,0,0,0,243,121,68,0
random_n14_03,14,14,spectrum,natural,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_03,14,14,spectrum,natural,reference-proposed,8,random,0,0,0,21626880,0,5688,0,2904,2640,0,0,0,0,0,0,0,0,0,0,128412,64204,1328,6
random_n14_03,14,14,spectrum,high,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_03,14,14,spectrum,high,reference-proposed,8,random,0,0,0,687865856,0,90590,0,178176,83968,0,0,0,0,0,0,0,0,0,0,83965,41981,23552,3
random_n14_04,14,14,min,static,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_04,14,14,min,static,reference-proposed,8,random,12845056,0,5636096,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_04,14,14,max,natural,reference,296,random,475267072,0,0,0,0,67895296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_04,14,14,max,natural,reference-proposed,296,random,0,0,0,1669440,0,252,0,285344,272912,0,0,0,0,0,0,0,0,0,0,4621,2387,18,0
random_n14_04,14,14,max,high,reference,24,random,38535168,0,0,0,0,5505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_04,14,14,max,high,reference-proposed,24,random,0,0,0,1943552,0,223,0,534528,251904,0,0,0,0,0,0,0,0,0,0,233,125,60,0
random_n14_04,14,14,spectrum,natural,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_04,14,14,spectrum,natural,reference-proposed,8,random,0,0,0,60424192,0,2818,0,7712,7376,0,0,0,0,0,0,0,0,0,0,129850,64922,608,5
random_n14_04,14,14,spectrum,high,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_04,14,14,spectrum,high,reference-proposed,8,random,0,0,0,687865856,0,90637,0,178176,83968,0,0,0,0,0,0,0,0,0,0,83964,41980,23552,6
random_n14_05,14,14,min,static,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_05,14,14,min,static,reference-proposed,8,random,12845056,0,7077888,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_05,14,14,max,natural,reference,296,random,475267072,0,0,0,0,67895296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_05,14,14,max,natural,reference-proposed,296,random,0,0,0,355052,0,36,0,71632,66748,0,0,0,0,0,0,0,0,0,0,3773,1832,18,0
random_n14_05,14,14,max,high,reference,24,random,38535168,0,0,0,0,5505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_05,14,14,max,high,reference-proposed,24,random,0,0,0,1808384,0,235,0,534528,251904,0,0,0,0,0,0,0,0,0,0,225,108,63,0
random_n14_05,14,14,spectrum,natural,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_05,14,14,spectrum,natural,reference-proposed,8,random,0,0,0,14778368,0,2186,0,1936,1804,0,0,0,0,0,0,0,0,0,0,129946,64970,560,6
random_n14_05,14,14,spectrum,high,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_05,14,14,spectrum,high,reference-proposed,8,random,0,0,0,687865856,0,90624,0,178176,83968,0,0,0,0,0,0,0,0,0,0,83963,41979,23552,5
random_n14_06,14,14,min,static,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_06,14,14,min,static,reference-proposed,8,random,12845056,0,4849664,0,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_06,14,14,max,natural,reference,296,random,475267072,0,0,0,0,67895296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_06,14,14,max,natural,reference-proposed,296,random,0,0,0,940096,0,95,0,155104,146964,0,0,0,0,0,0,0,0,0,0,3991,1997,38,0
random_n14_06,14,14,max,high,reference,24,random,38535168,0,0,0,0,5505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_06,14,14,max,high,reference-proposed,24,random,0,0,0,1708032,0,174,0,534528,251904,0,0,0,0,0,0,0,0,0,0,210,108,52,0
random_n14_06,14,14,spectrum,natural,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_06,14,14,spectrum,natural,reference-proposed,8,random,0,0,0,32538624,0,4406,0,4192,3972,0,0,0,0,0,0,0,0,0,0,128730,64362,1168,6
random_n14_06,14,14,spectrum,high,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_06,14,14,spectrum,high,reference-proposed,8,random,0,0,0,687865856,0,90610,0,178176,83968,0,0,0,0,0,0,0,0,0,0,83964,41980,23552,3
random_n14_07,14,14,min,static,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_07,14,14,min,static,reference-proposed,8,random,12845056,0,5505024,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_07,14,14,max,natural,reference,296,random,475267072,0,0,0,0,67895296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_07,14,14,max,natural,reference-proposed,296,random,0,0,0,1184000,0,0,0,174048,163392,0,0,0,0,0,0,0,0,0,0,3761,2072,0,0
random_n14_07,14,14,max,high,reference,24,random,38535168,0,0,0,0,5505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_07,14,14,max,high,reference-proposed,24,random,0,0,0,1638400,0,214,0,534528,251904,0,0,0,0,0,0,0,0,0,0,202,100,59,0
random_n14_07,14,14,spectrum,natural,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_07,14,14,spectrum,natural,reference-proposed,8,random,0,0,0,36175872,0,2499,0,4704,4416,0,0,0,0,0,0,0,0,0,0,129788,64956,576,3
random_n14_07,14,14,spectrum,high,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_07,14,14,spectrum,high,reference-proposed,8,random,0,0,0,687865856,0,90629,0,178176,83968,0,0,0,0,0,0,0,0,0,0,83963,41979,23552,4
random_n14_08,14,14,min,static,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_08,14,14,min,static,reference-proposed,8,random,12845056,0,4063232,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_08,14,14,max,natural,reference,296,random,475267072,0,0,0,0,67895296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_08,14,14,max,natural,reference-proposed,296,random,0,0,0,1762680,0,0,0,236208,228512,0,0,0,0,0,0,0,0,0,0,3576,1813,0,0
random_n14_08,14,14,max,high,reference,24,random,38535168,0,0,0,0,5505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_08,14,14,max,high,reference-proposed,24,random,0,0,0,1867776,0,242,0,534528,251904,0,0,0,0,0,0,0,0,0,0,233,115,61,0
random_n14_08,14,14,spectrum,natural,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_08,14,14,spectrum,natural,reference-proposed,8,random,0,0,0,50593792,0,2561,0,6384,6176,0,0,0,0,0,0,0,0,0,0,129981,64989,544,3
random_n14_08,14,14,spectrum,high,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_08,14,14,spectrum,high,reference-proposed,8,random,0,0,0,687865856,0,90619,0,178176,83968,0,0,0,0,0,0,0,0,0,0,83967,41983,23552,1
random_n14_09,14,14,min,static,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_09,14,14,min,static,reference-proposed,8,random,12845056,0,5505024,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_09,14,14,max,natural,reference,296,random,475267072,0,0,0,0,67895296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_09,14,14,max,natural,reference-proposed,296,random,0,0,0,1161208,0,126,0,157176,152218,0,0,0,0,0,0,0,0,0,0,4613,2276,18,0
random_n14_09,14,14,max,high,reference,24,random,38535168,0,0,0,0,5505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_09,14,14,max,high,reference-proposed,24,random,0,0,0,1675264,0,234,0,534528,251904,0,0,0,0,0,0,0,0,0,0,206,102,57,0
random_n14_09,14,14,spectrum,natural,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_09,14,14,spectrum,natural,reference-proposed,8,random,0,0,0,33701888,0,1606,0,4248,4114,0,0,0,0,0,0,0,0,0,0,130276,65136,396,3
random_n14_09,14,14,spectrum,high,reference,8,random,12845056,15032385536,0,0,0,2147352576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n14_09,14,14,spectrum,high,reference-proposed,8,random,0,0,0,687865856,0,90500,0,178176,83968,0,0,0,0,0,0,0,0,0,0,83963,41979,23552,7
random_n15_00,15,15,min,static,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_00,15,15,min,static,reference-proposed,2,random,7372800,0,2752512,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_00,15,15,max,natural,reference,388,random,1430323200,0,0,0,0,190709760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_00,15,15,max,natural,reference-proposed,388,random,0,0,0,924992,0,679,0,161408,148992,0,0,0,0,0,0,0,0,0,0,5432,2425,97,0
random_n15_00,15,15,max,high,reference,8,random,29491200,0,0,0,0,3932160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_00,15,15,max,high,reference-proposed,8,random,0,0,0,1343488,0,153,0,393216,131072,0,0,0,0,0,0,0,0,0,0,82,39,43,0
random_n15_00,15,15,spectrum,natural,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_00,15,15,spectrum,natural,reference-proposed,2,random,0,0,0,12582912,0,1812,0,832,768,0,0,0,0,0,0,0,0,0,0,64384,32192,576,0
random_n15_00,15,15,spectrum,high,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_00,15,15,spectrum,high,reference-proposed,2,random,0,0,0,536870912,0,61437,0,98304,32768,0,0,0,0,0,0,0,0,0,0,32765,16381,16384,0
random_n15_01,15,15,min,static,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_01,15,15,min,static,reference-proposed,2,random,7372800,0,2424832,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_01,15,15,max,natural,reference,388,random,1430323200,0,0,0,0,190709760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_01,15,15,max,natural,reference-proposed,388,random,0,0,0,2039328,0,0,0,232800,226592,0,0,0,0,0,0,0,0,0,0,7372,3492,0,0
random_n15_01,15,15,max,high,reference,8,random,29491200,0,0,0,0,3932160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_01,15,15,max,high,reference-proposed,8,random,0,0,0,1015808,0,112,0,393216,131072,0,0,0,0,0,0,0,0,0,0,62,34,28,0
random_n15_01,15,15,spectrum,natural,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_01,15,15,spectrum,natural,reference-proposed,2,random,0,0,0,19136512,0,2041,0,1200,1168,0,0,0,0,0,0,0,0,0,0,64444,32220,544,4
random_n15_01,15,15,spectrum,high,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_01,15,15,spectrum,high,reference-proposed,2,random,0,0,0,536870912,0,61453,0,98304,32768,0,0,0,0,0,0,0,0,0,0,32765,16381,16384,1
random_n15_02,15,15,min,static,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_02,15,15,min,static,reference-proposed,2,random,7372800,0,2621440,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_02,15,15,max,natural,reference,388,random,1430323200,0,0,0,0,190709760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_02,15,15,max,natural,reference-proposed,388,random,0,0,0,4047616,0,0,0,509056,490432,0,0,0,0,0,0,0,0,0,0,6596,3298,0,0
random_n15_02,15,15,max,high,reference,8,random,29491200,0,0,0,0,3932160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_02,15,15,max,high,reference-proposed,8,random,0,0,0,1228800,0,139,0,393216,131072,0,0,0,0,0,0,0,0,0,0,75,40,35,0
random_n15_02,15,15,spectrum,natural,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_02,15,15,spectrum,natural,reference-proposed,2,random,0,0,0,41418752,0,458,0,2624,2528,0,0,0,0,0,0,0,0,0,0,65340,32668,96,2
random_n15_02,15,15,spectrum,high,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_02,15,15,spectrum,high,reference-proposed,2,random,0,0,0,536870912,0,61440,0,98304,32768,0,0,0,0,0,0,0,0,0,0,32766,16382,16384,2
random_n15_03,15,15,min,static,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_03,15,15,min,static,reference-proposed,2,random,7372800,0,2883584,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_03,15,15,max,natural,reference,388,random,1430323200,0,0,0,0,190709760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_03,15,15,max,natural,reference-proposed,388,random,0,0,0,3029504,0,0,0,372480,360064,0,0,0,0,0,0,0,0,0,0,6984,3104,0,0
random_n15_03,15,15,max,high,reference,8,random,29491200,0,0,0,0,3932160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_03,15,15,max,high,reference-proposed,8,random,0,0,0,606208,0,78,0,393216,131072,0,0,0,0,0,0,0,0,0,0,37,18,19,0
random_n15_03,15,15,spectrum,natural,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_03,15,15,spectrum,natural,reference-proposed,2,random,0,0,0,30408704,0,390,0,1920,1856,0,0,0,0,0,0,0,0,0,0,65408,32704,64,0
random_n15_03,15,15,spectrum,high,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_03,15,15,spectrum,high,reference-proposed,2,random,0,0,0,536870912,0,61428,0,98304,32768,0,0,0,0,0,0,0,0,0,0,32768,16384,16384,0
random_n15_04,15,15,min,static,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_04,15,15,min,static,reference-proposed,2,random,7372800,0,3080192,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_04,15,15,max,natural,reference,388,random,1430323200,0,0,0,0,190709760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_04,15,15,max,natural,reference-proposed,388,random,0,0,0,1244704,0,0,0,248320,242112,0,0,0,0,0,0,0,0,0,0,3977,2134,0,0
random_n15_04,15,15,max,high,reference,8,random,29491200,0,0,0,0,3932160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_04,15,15,max,high,reference-proposed,8,random,0,0,0,1228800,0,138,0,393216,131072,0,0,0,0,0,0,0,0,0,0,75,39,36,0
random_n15_04,15,15,spectrum,natural,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_04,15,15,spectrum,natural,reference-proposed,2,random,0,0,0,20447232,0,822,0,1280,1248,0,0,0,0,0,0,0,0,0,0,65247,32623,144,1
random_n15_04,15,15,spectrum,high,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_04,15,15,spectrum,high,reference-proposed,2,random,0,0,0,536870912,0,61437,0,98304,32768,0,0,0,0,0,0,0,0,0,0,32768,16384,16384,0
random_n15_05,15,15,min,static,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_05,15,15,min,static,reference-proposed,2,random,7372800,0,2818048,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_05,15,15,max,natural,reference,388,random,1430323200,0,0,0,0,190709760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_05,15,15,max,natural,reference-proposed,388,random,0,0,0,921888,0,0,0,124160,114848,0,0,0,0,0,0,0,0,0,0,7081,3298,0,0
random_n15_05,15,15,max,high,reference,8,random,29491200,0,0,0,0,3932160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_05,15,15,max,high,reference-proposed,8,random,0,0,0,868352,0,107,0,393216,131072,0,0,0,0,0,0,0,0,0,0,53,26,27,0
random_n15_05,15,15,spectrum,natural,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_05,15,15,spectrum,natural,reference-proposed,2,random,0,0,0,9699328,0,1276,0,640,592,0,0,0,0,0,0,0,0,0,0,65152,32576,192,1
random_n15_05,15,15,spectrum,high,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_05,15,15,spectrum,high,reference-proposed,2,random,0,0,0,536870912,0,61438,0,98304,32768,0,0,0,0,0,0,0,0,0,0,32768,16384,16384,0
random_n15_06,15,15,min,static,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_06,15,15,min,static,reference-proposed,2,random,7372800,0,2752512,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_06,15,15,max,natural,reference,388,random,1430323200,0,0,0,0,190709760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_06,15,15,max,natural,reference-proposed,388,random,0,0,0,2548384,0,0,0,266944,260736,0,0,0,0,0,0,0,0,0,0,7760,3686,0,0
random_n15_06,15,15,max,high,reference,8,random,29491200,0,0,0,0,3932160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_06,15,15,max,high,reference-proposed,8,random,0,0,0,950272,0,107,0,393216,131072,0,0,0,0,0,0,0,0,0,0,58,29,29,0
random_n15_06,15,15,spectrum,natural,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_06,15,15,spectrum,natural,reference-proposed,2,random,0,0,0,22020096,0,666,0,1376,1344,0,0,0,0,0,0,0,0,0,0,65342,32670,96,2
random_n15_06,15,15,spectrum,high,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
