case,n,m,metric,profile,method,steps,group,scalar_mobius_xor,scalar_component_xor,scalar_elimination_xor,scalar_coefficient_updates,scalar_rollback_xor,scalar_degree_checks,pivot_checks,delta_candidates,delta_coefficients,word_mobius_xor,word_component_xor,word_elimination_xor,word_coefficient_updates,word_rollback_xor,word_degree_checks,top_guard_checks,top_guard_kept,top_guard_fallback,degree_drops,scalar_guard_checks,scalar_guard_kept,scalar_guard_fallback,scalar_degree_drops
random_n15_06,15,15,spectrum,high,reference-proposed,2,random,0,0,0,536870912,0,61439,0,98304,32768,0,0,0,0,0,0,0,0,0,0,32766,16382,16384,1
random_n15_07,15,15,min,static,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_07,15,15,min,static,reference-proposed,2,random,7372800,0,2686976,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_07,15,15,max,natural,reference,388,random,1430323200,0,0,0,0,190709760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_07,15,15,max,natural,reference-proposed,388,random,0,0,0,4171776,0,0,0,599072,571136,0,0,0,0,0,0,0,0,0,0,4656,2328,0,0
random_n15_07,15,15,max,high,reference,8,random,29491200,0,0,0,0,3932160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_07,15,15,max,high,reference-proposed,8,random,0,0,0,950272,0,110,0,393216,131072,0,0,0,0,0,0,0,0,0,0,58,30,28,0
random_n15_07,15,15,spectrum,natural,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_07,15,15,spectrum,natural,reference-proposed,2,random,0,0,0,48234496,0,730,0,3088,2944,0,0,0,0,0,0,0,0,0,0,65151,32575,192,1
random_n15_07,15,15,spectrum,high,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_07,15,15,spectrum,high,reference-proposed,2,random,0,0,0,536870912,0,61440,0,98304,32768,0,0,0,0,0,0,0,0,0,0,32768,16384,16384,1
random_n15_08,15,15,min,static,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_08,15,15,min,static,reference-proposed,2,random,7372800,0,2621440,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_08,15,15,max,natural,reference,388,random,1430323200,0,0,0,0,190709760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_08,15,15,max,natural,reference-proposed,388,random,0,0,0,496640,0,0,0,108640,99328,0,0,0,0,0,0,0,0,0,0,3395,1940,0,0
random_n15_08,15,15,max,high,reference,8,random,29491200,0,0,0,0,3932160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_08,15,15,max,high,reference-proposed,8,random,0,0,0,917504,0,99,0,393216,131072,0,0,0,0,0,0,0,0,0,0,56,28,28,0
random_n15_08,15,15,spectrum,natural,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_08,15,15,spectrum,natural,reference-proposed,2,random,0,0,0,8388608,0,2883,0,560,512,0,0,0,0,0,0,0,0,0,0,63999,31999,768,0
random_n15_08,15,15,spectrum,high,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_08,15,15,spectrum,high,reference-proposed,2,random,0,0,0,536870912,0,61442,0,98304,32768,0,0,0,0,0,0,0,0,0,0,32766,16382,16384,1
random_n15_09,15,15,min,static,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_09,15,15,min,static,reference-proposed,2,random,7372800,0,3080192,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_09,15,15,max,natural,reference,388,random,1430323200,0,0,0,0,190709760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_09,15,15,max,natural,reference-proposed,388,random,0,0,0,12785376,0,0,0,1837568,1784800,0,0,0,0,0,0,0,0,0,0,7178,3104,0,0
random_n15_09,15,15,max,high,reference,8,random,29491200,0,0,0,0,3932160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_09,15,15,max,high,reference-proposed,8,random,0,0,0,933888,0,106,0,393216,131072,0,0,0,0,0,0,0,0,0,0,57,28,29,0
random_n15_09,15,15,spectrum,natural,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_09,15,15,spectrum,natural,reference-proposed,2,random,0,0,0,150732800,0,296,0,9472,9200,0,0,0,0,0,0,0,0,0,0,65392,32696,72,1
random_n15_09,15,15,spectrum,high,reference,2,random,7372800,16106127360,0,0,0,2147418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n15_09,15,15,spectrum,high,reference-proposed,2,random,0,0,0,536870912,0,61441,0,98304,32768,0,0,0,0,0,0,0,0,0,0,32768,16384,16384,1
random_n16_00,16,16,min,static,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_00,16,16,min,static,reference-proposed,2,random,16777216,0,7864320,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_00,16,16,max,natural,reference,110,random,922746880,0,0,0,0,115343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_00,16,16,max,natural,reference-proposed,110,random,0,0,0,882200,0,224,0,91960,88220,0,0,0,0,0,0,0,0,0,0,2202,1072,28,0
random_n16_00,16,16,max,high,reference,6,random,50331648,0,0,0,0,6291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_00,16,16,max,high,reference-proposed,6,random,0,0,0,1572864,0,87,0,589824,196608,0,0,0,0,0,0,0,0,0,0,48,24,24,0
random_n16_00,16,16,spectrum,natural,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_00,16,16,spectrum,natural,reference-proposed,2,random,0,0,0,52559872,0,1437,0,1672,1604,0,0,0,0,0,0,0,0,0,0,130687,65343,192,1
random_n16_00,16,16,spectrum,high,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_00,16,16,spectrum,high,reference-proposed,2,random,0,0,0,2147483648,0,122884,0,196608,65536,0,0,0,0,0,0,0,0,0,0,65535,32767,32768,3
random_n16_01,16,16,min,static,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_01,16,16,min,static,reference-proposed,2,random,16777216,0,7602176,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_01,16,16,max,natural,reference,110,random,922746880,0,0,0,0,115343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_01,16,16,max,natural,reference-proposed,110,random,0,0,0,438460,0,56,0,59840,52580,0,0,0,0,0,0,0,0,0,0,1705,852,28,0
random_n16_01,16,16,max,high,reference,6,random,50331648,0,0,0,0,6291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_01,16,16,max,high,reference-proposed,6,random,0,0,0,1703936,0,95,0,589824,196608,0,0,0,0,0,0,0,0,0,0,52,26,26,0
random_n16_01,16,16,spectrum,natural,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_01,16,16,spectrum,natural,reference-proposed,2,random,0,0,0,31326208,0,3668,0,1088,956,0,0,0,0,0,0,0,0,0,0,129006,64502,1032,1
random_n16_01,16,16,spectrum,high,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_01,16,16,spectrum,high,reference-proposed,2,random,0,0,0,2147483648,0,122885,0,196608,65536,0,0,0,0,0,0,0,0,0,0,65535,32767,32768,3
random_n16_02,16,16,min,static,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_02,16,16,min,static,reference-proposed,2,random,16777216,0,8126464,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_02,16,16,max,natural,reference,110,random,922746880,0,0,0,0,115343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_02,16,16,max,natural,reference-proposed,110,random,0,0,0,1525920,0,0,0,142560,134640,0,0,0,0,0,0,0,0,0,0,2204,990,0,0
random_n16_02,16,16,max,high,reference,6,random,50331648,0,0,0,0,6291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_02,16,16,max,high,reference-proposed,6,random,0,0,0,1048576,0,62,0,589824,196608,0,0,0,0,0,0,0,0,0,0,32,16,16,0
random_n16_02,16,16,spectrum,natural,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_02,16,16,spectrum,natural,reference-proposed,2,random,0,0,0,80216064,0,2059,0,2592,2448,0,0,0,0,0,0,0,0,0,0,130047,65023,512,1
random_n16_02,16,16,spectrum,high,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_02,16,16,spectrum,high,reference-proposed,2,random,0,0,0,2147483648,0,122883,0,196608,65536,0,0,0,0,0,0,0,0,0,0,65535,32767,32768,1
random_n16_03,16,16,min,static,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_03,16,16,min,static,reference-proposed,2,random,16777216,0,4980736,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_03,16,16,max,natural,reference,110,random,922746880,0,0,0,0,115343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_03,16,16,max,natural,reference-proposed,110,random,0,0,0,1985280,0,0,0,253440,248160,0,0,0,0,0,0,0,0,0,0,1481,880,0,0
random_n16_03,16,16,max,high,reference,6,random,50331648,0,0,0,0,6291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_03,16,16,max,high,reference-proposed,6,random,0,0,0,1572864,0,81,0,589824,196608,0,0,0,0,0,0,0,0,0,0,48,24,24,0
random_n16_03,16,16,spectrum,natural,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_03,16,16,spectrum,natural,reference-proposed,2,random,0,0,0,147849216,0,2818,0,4608,4512,0,0,0,0,0,0,0,0,0,0,129981,64989,544,1
random_n16_03,16,16,spectrum,high,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_03,16,16,spectrum,high,reference-proposed,2,random,0,0,0,2147483648,0,122873,0,196608,65536,0,0,0,0,0,0,0,0,0,0,65533,32765,32768,1
random_n16_04,16,16,min,static,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_04,16,16,min,static,reference-proposed,2,random,16777216,0,6946816,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_04,16,16,max,natural,reference,110,random,922746880,0,0,0,0,115343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_04,16,16,max,natural,reference-proposed,110,random,0,0,0,1700160,0,108,0,246400,214720,0,0,0,0,0,0,0,0,0,0,1598,798,27,0
random_n16_04,16,16,max,high,reference,6,random,50331648,0,0,0,0,6291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_04,16,16,max,high,reference-proposed,6,random,0,0,0,1441792,0,81,0,589824,196608,0,0,0,0,0,0,0,0,0,0,44,22,22,0
random_n16_04,16,16,spectrum,natural,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_04,16,16,spectrum,natural,reference-proposed,2,random,0,0,0,127926272,0,5847,0,4480,3904,0,0,0,0,0,0,0,0,0,0,127999,63999,1536,0
random_n16_04,16,16,spectrum,high,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_04,16,16,spectrum,high,reference-proposed,2,random,0,0,0,2147483648,0,122882,0,196608,65536,0,0,0,0,0,0,0,0,0,0,65534,32766,32768,2
random_n16_05,16,16,min,static,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_05,16,16,min,static,reference-proposed,2,random,16777216,0,6553600,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_05,16,16,max,natural,reference,110,random,922746880,0,0,0,0,115343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_05,16,16,max,natural,reference-proposed,110,random,0,0,0,320320,0,0,0,42240,40040,0,0,0,0,0,0,0,0,0,0,1762,880,0,0
random_n16_05,16,16,max,high,reference,6,random,50331648,0,0,0,0,6291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_05,16,16,max,high,reference-proposed,6,random,0,0,0,1703936,0,94,0,589824,196608,0,0,0,0,0,0,0,0,0,0,52,26,26,0
random_n16_05,16,16,spectrum,natural,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_05,16,16,spectrum,natural,reference-proposed,2,random,0,0,0,23855104,0,1431,0,768,728,0,0,0,0,0,0,0,0,0,0,130432,65216,320,1
random_n16_05,16,16,spectrum,high,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_05,16,16,spectrum,high,reference-proposed,2,random,0,0,0,2147483648,0,122880,0,196608,65536,0,0,0,0,0,0,0,0,0,0,65535,32767,32768,1
random_n16_06,16,16,min,static,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_06,16,16,min,static,reference-proposed,2,random,16777216,0,6553600,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_06,16,16,max,natural,reference,110,random,922746880,0,0,0,0,115343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_06,16,16,max,natural,reference-proposed,110,random,0,0,0,317680,0,0,0,35200,33440,0,0,0,0,0,0,0,0,0,0,2114,1045,0,0
random_n16_06,16,16,max,high,reference,6,random,50331648,0,0,0,0,6291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_06,16,16,max,high,reference-proposed,6,random,0,0,0,1703936,0,95,0,589824,196608,0,0,0,0,0,0,0,0,0,0,52,26,26,0
random_n16_06,16,16,spectrum,natural,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_06,16,16,spectrum,natural,reference-proposed,2,random,0,0,0,19922944,0,1263,0,640,608,0,0,0,0,0,0,0,0,0,0,130559,65279,256,1
random_n16_06,16,16,spectrum,high,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_06,16,16,spectrum,high,reference-proposed,2,random,0,0,0,2147483648,0,122880,0,196608,65536,0,0,0,0,0,0,0,0,0,0,65536,32768,32768,1
random_n16_07,16,16,min,static,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_07,16,16,min,static,reference-proposed,2,random,16777216,0,7471104,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_07,16,16,max,natural,reference,110,random,922746880,0,0,0,0,115343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_07,16,16,max,natural,reference-proposed,110,random,0,0,0,1953160,0,0,0,183040,154440,0,0,0,0,0,0,0,0,0,0,2116,1210,0,0
random_n16_07,16,16,max,high,reference,6,random,50331648,0,0,0,0,6291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_07,16,16,max,high,reference-proposed,6,random,0,0,0,1310720,0,82,0,589824,196608,0,0,0,0,0,0,0,0,0,0,40,20,20,0
random_n16_07,16,16,spectrum,natural,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_07,16,16,spectrum,natural,reference-proposed,2,random,0,0,0,92012544,0,5408,0,3328,2808,0,0,0,0,0,0,0,0,0,0,128958,64478,1056,2
random_n16_07,16,16,spectrum,high,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_07,16,16,spectrum,high,reference-proposed,2,random,0,0,0,2147483648,0,122882,0,196608,65536,0,0,0,0,0,0,0,0,0,0,65533,32765,32768,1
random_n16_08,16,16,min,static,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_08,16,16,min,static,reference-proposed,2,random,16777216,0,7077888,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_08,16,16,max,natural,reference,110,random,922746880,0,0,0,0,115343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_08,16,16,max,natural,reference-proposed,110,random,0,0,0,1701700,0,0,0,246400,239140,0,0,0,0,0,0,0,0,0,0,1832,880,0,0
random_n16_08,16,16,max,high,reference,6,random,50331648,0,0,0,0,6291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_08,16,16,max,high,reference-proposed,6,random,0,0,0,1441792,0,82,0,589824,196608,0,0,0,0,0,0,0,0,0,0,44,22,22,0
random_n16_08,16,16,spectrum,natural,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_08,16,16,spectrum,natural,reference-proposed,2,random,0,0,0,142475264,0,1173,0,4480,4348,0,0,0,0,0,0,0,0,0,0,130542,65270,264,4
random_n16_08,16,16,spectrum,high,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_08,16,16,spectrum,high,reference-proposed,2,random,0,0,0,2147483648,0,122879,0,196608,65536,0,0,0,0,0,0,0,0,0,0,65534,32766,32768,1
random_n16_09,16,16,min,static,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_09,16,16,min,static,reference-proposed,2,random,16777216,0,8388608,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_09,16,16,max,natural,reference,110,random,922746880,0,0,0,0,115343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_09,16,16,max,natural,reference-proposed,110,random,0,0,0,900240,0,0,0,114400,106480,0,0,0,0,0,0,0,0,0,0,1766,880,0,0
random_n16_09,16,16,max,high,reference,6,random,50331648,0,0,0,0,6291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_09,16,16,max,high,reference-proposed,6,random,0,0,0,1441792,0,80,0,589824,196608,0,0,0,0,0,0,0,0,0,0,44,22,22,0
random_n16_09,16,16,spectrum,natural,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_09,16,16,spectrum,natural,reference-proposed,2,random,0,0,0,63438848,0,1806,0,2080,1936,0,0,0,0,0,0,0,0,0,0,130302,65150,384,2
random_n16_09,16,16,spectrum,high,reference,2,random,16777216,68719476736,0,0,0,8589803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n16_09,16,16,spectrum,high,reference-proposed,2,random,0,0,0,2147483648,0,122880,0,196608,65536,0,0,0,0,0,0,0,0,0,0,65535,32767,32768,1
PRESENT,4,4,min,static,reference,7808,practical,999424,3997696,0,0,0,1873920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESENT,4,4,min,static,reference-proposed,7808,practical,999424,0,249856,0,0,0,203008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESENT,4,4,max,natural,reference,8064,practical,1032192,0,0,0,0,516096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESENT,4,4,max,natural,reference-proposed,8064,practical,0,0,0,102532,0,18382,0,85617,48447,0,0,0,0,0,0,0,0,0,0,24320,11509,4437,1107
PRESENT,4,4,max,high,reference,8960,practical,1146880,0,0,0,0,573440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESENT,4,4,max,high,reference-proposed,8960,practical,0,0,0,233781,0,24533,0,182980,103740,0,0,0,0,0,0,0,0,0,0,27845,12791,5769,1615
PRESENT,4,4,spectrum,natural,reference,3584,practical,458752,1835008,0,0,0,860160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESENT,4,4,spectrum,natural,reference-proposed,3584,practical,0,0,0,172256,0,32036,0,38052,21532,0,0,0,0,0,0,0,0,0,0,40626,19004,7657,2011
PRESENT,4,4,spectrum,high,reference,3712,practical,475136,1900544,0,0,0,890880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESENT,4,4,spectrum,high,reference-proposed,3712,practical,0,0,0,343824,0,34337,0,75806,42978,0,0,0,0,0,0,0,0,0,0,41115,19328,8195,2171
AES,8,8,min,static,reference,256,practical,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,8,8,min,static,reference-proposed,256,practical,2097152,0,589824,0,0,0,13056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,8,8,max,natural,reference,1664,practical,13631488,0,0,0,0,3407872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,8,8,max,natural,reference-proposed,1664,practical,0,0,0,288153,0,2978,0,92053,69719,0,0,0,0,0,0,0,0,0,0,12186,6123,793,23
AES,8,8,max,high,reference,1280,practical,10485760,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,8,8,max,high,reference-proposed,1280,practical,0,0,0,1165914,0,2765,0,370140,285220,0,0,0,0,0,0,0,0,0,0,9092,4496,690,34
AES,8,8,spectrum,natural,reference,256,practical,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,8,8,spectrum,natural,reference-proposed,256,practical,0,0,0,1372928,0,14281,0,14162,10726,0,0,0,0,0,0,0,0,0,0,57647,28852,3796,120
AES,8,8,spectrum,high,reference,128,practical,1048576,33554432,0,0,0,8355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,8,8,spectrum,high,reference-proposed,128,practical,0,0,0,3650816,0,8281,0,37014,28522,0,0,0,0,0,0,0,0,0,0,28464,14215,2103,67
CLEFIA_S0,8,8,min,static,reference,256,practical,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S0,8,8,min,static,reference-proposed,256,practical,2097152,0,851968,0,0,0,45056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S0,8,8,max,natural,reference,1664,practical,13631488,0,0,0,0,3407872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S0,8,8,max,natural,reference-proposed,1664,practical,0,0,0,235707,0,2451,0,78221,60307,0,0,0,0,0,0,0,0,0,0,11950,5993,582,33
CLEFIA_S0,8,8,max,high,reference,1280,practical,10485760,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S0,8,8,max,high,reference-proposed,1280,practical,0,0,0,1162072,0,2831,0,370140,285220,0,0,0,0,0,0,0,0,0,0,9102,4509,678,21
CLEFIA_S0,8,8,spectrum,natural,reference,256,practical,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S0,8,8,spectrum,natural,reference-proposed,256,practical,0,0,0,1187584,0,12390,0,12034,9278,0,0,0,0,0,0,0,0,0,0,58618,29277,3103,134
CLEFIA_S0,8,8,spectrum,high,reference,128,practical,1048576,33554432,0,0,0,8355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S0,8,8,spectrum,high,reference-proposed,128,practical,0,0,0,3650816,0,7535,0,37014,28522,0,0,0,0,0,0,0,0,0,0,28378,14322,1476,334
CLEFIA_S1,8,8,min,static,reference,256,practical,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S1,8,8,min,static,reference-proposed,256,practical,2097152,0,131072,0,0,0,15104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S1,8,8,max,natural,reference,1664,practical,13631488,0,0,0,0,3407872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S1,8,8,max,natural,reference-proposed,1664,practical,0,0,0,287748,0,2596,0,91754,72046,0,0,0,0,0,0,0,0,0,0,11960,6026,653,23
CLEFIA_S1,8,8,max,high,reference,1280,practical,10485760,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S1,8,8,max,high,reference-proposed,1280,practical,0,0,0,1109526,0,2468,0,370140,285220,0,0,0,0,0,0,0,0,0,0,8723,4311,645,12
CLEFIA_S1,8,8,spectrum,natural,reference,256,practical,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S1,8,8,spectrum,natural,reference-proposed,256,practical,0,0,0,1418752,0,12638,0,14116,11084,0,0,0,0,0,0,0,0,0,0,58997,29495,3142,132
CLEFIA_S1,8,8,spectrum,high,reference,128,practical,1048576,33554432,0,0,0,8355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEFIA_S1,8,8,spectrum,high,reference-proposed,128,practical,0,0,0,3650816,0,8302,0,37014,28522,0,0,0,0,0,0,0,0,0,0,28355,14237,2090,60
MISTY1_S9,9,9,min,static,reference,128,practical,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISTY1_S9,9,9,min,static,reference-proposed,128,practical,2654208,0,458752,0,0,0,544896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISTY1_S9,9,9,max,natural,reference,2688,practical,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISTY1_S9,9,9,max,natural,reference-proposed,2688,practical,0,0,0,738147,0,3205,0,216531,174867,0,0,0,0,0,0,0,0,0,0,20964,10430,819,25
MISTY1_S9,9,9,max,high,reference,640,practical,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
