case,n,metric,method,steps,group,m,profile,kernel_us_per_step,repeat_q1_us,repeat_q3_us,context_ms,init_ms,kernel_ms,total_ms,input_conversion_ms,state_init_ms
random_n04_00,4,spectrum,reference,3712,random,4,high,1.137250808189655,1.1052712823275863,1.1393289331896552,0.014354,0.010324,4.221475,4.246183,0.000331,0.009993
random_n04_00,4,spectrum,reference-proposed,3712,random,4,high,0.2230994073275862,0.2164488146551724,0.26105630387931034,0.007307,0.00436,0.828145,0.839812,0.0002,0.00416
random_n04_00,4,spectrum,reference,3584,random,4,natural,1.1857240513392857,1.1690304129464286,1.199736607142857,0.014353,0.010395,4.249635,4.296803,0.000321,0.010074
random_n04_00,4,spectrum,reference-proposed,3584,random,4,natural,0.23372293526785715,0.23258565848214285,0.29760463169642853,0.007387,0.004199,0.837663,0.848999,0.000161,0.004038
random_n04_01,4,max,reference,8960,random,4,high,0.29527767857142856,0.27610301339285714,0.31534843749999997,0.014333,0.007127,2.645688,2.667568,0.00032,0.006796
random_n04_01,4,max,reference-proposed,8960,random,4,high,0.07160424107142857,0.0699140625,0.08178136160714286,0.014223,0.006906,0.641574,0.653702,0.000301,0.006575
random_n04_01,4,max,reference,8064,random,4,natural,0.27354117063492067,0.27348524305555555,0.27678174603174605,0.007417,0.003609,2.205836,2.216981,0.000151,0.003458
random_n04_01,4,max,reference-proposed,8064,random,4,natural,0.07790972222222223,0.04940823412698413,0.09071180555555555,0.014343,0.006916,0.628264,0.654184,0.000331,0.006546
random_n04_01,4,min,reference,7808,random,4,static,0.5003883196721312,0.4972566598360656,0.500983862704918,0.007478,0.003087,3.907032,3.922556,0.00017,0.002897
random_n04_01,4,min,reference-proposed,7808,random,4,static,0.11357056864754098,0.11352151639344263,0.11368942110655737,0.007287,0.001514,0.886759,0.895619,0.00018,0.001363
random_n04_01,4,spectrum,reference,3712,random,4,high,1.104486260775862,1.098055495689655,1.1065132004310345,0.007347,0.005292,4.099853,4.112492,0.00016,0.005132
random_n04_01,4,spectrum,reference-proposed,3712,random,4,high,0.2218515625,0.22120177801724136,0.2223852370689655,0.007017,0.00441,0.823513,0.83494,0.000181,0.004219
random_n04_01,4,spectrum,reference,3584,random,4,natural,1.1030262276785714,1.1024400111607142,1.1477042410714287,0.007467,0.005744,3.953246,3.965374,0.00018,0.005564
random_n04_01,4,spectrum,reference-proposed,3584,random,4,natural,0.206626953125,0.20221205357142857,0.2820915178571428,0.008791,0.004009,0.740551,0.751487,0.00019,0.003848
random_n04_02,4,max,reference,8960,random,4,high,0.2809607142857143,0.28019084821428575,0.2866890625,0.007116,0.003629,2.517408,2.527903,0.00017,0.003478
random_n04_02,4,max,reference-proposed,8960,random,4,high,0.07156941964285714,0.07109464285714286,0.07868526785714286,0.014474,0.006655,0.641262,0.660882,0.000181,0.006334
random_n04_02,4,max,reference,8064,random,4,natural,0.329359623015873,0.32902207341269846,0.3414730902777778,0.014313,0.005794,2.655956,2.676213,0.000221,0.005573
random_n04_02,4,max,reference-proposed,8064,random,4,natural,0.09201810515873017,0.09156808035714287,0.10946304563492064,0.007498,0.003909,0.742034,0.752407,0.00017,0.003739
random_n04_02,4,min,reference,7808,random,4,static,0.5012517930327869,0.4979131659836066,0.543907018442623,0.007317,0.003037,3.913774,3.924118,0.00018,0.002867
random_n04_02,4,min,reference-proposed,7808,random,4,static,0.1409546618852459,0.13909579918032788,0.14821234631147542,0.007387,0.001594,1.100574,1.109415,0.00019,0.001404
random_n04_02,4,spectrum,reference,3712,random,4,high,1.0960296336206898,1.095677801724138,1.0981732219827587,0.007327,0.005412,4.068462,4.081683,0.000181,0.005231
random_n04_02,4,spectrum,reference-proposed,3712,random,4,high,0.22169962284482758,0.22163092672413792,0.22756842672413793,0.007317,0.004601,0.822949,0.834236,0.000151,0.004451
random_n04_02,4,spectrum,reference,3584,random,4,natural,1.1274324776785714,1.1255482700892858,1.1324428013392858,0.007026,0.005052,4.040718,4.052746,0.00016,0.004881
random_n04_02,4,spectrum,reference-proposed,3584,random,4,natural,0.2641068638392857,0.23689425223214286,0.3152845982142857,0.014383,0.007577,0.946559,0.969101,0.000301,0.007206
random_n04_03,4,max,reference,8960,random,4,high,0.28643895089285715,0.28569899553571426,0.28745658482142855,0.006926,0.003678,2.566493,2.577138,0.00018,0.003498
random_n04_03,4,max,reference-proposed,8960,random,4,high,0.07552165178571428,0.07480569196428571,0.07580904017857142,0.007116,0.003438,0.676674,0.687188,0.00017,0.003257
random_n04_03,4,max,reference,8064,random,4,natural,0.33811383928571426,0.33578831845238094,0.3669717261904762,0.014303,0.007387,2.72655,2.765069,0.000321,0.007066
random_n04_03,4,max,reference-proposed,8064,random,4,natural,0.09463454861111112,0.09148635912698412,0.12102418154761906,0.011156,0.00462,0.763133,0.773437,0.000231,0.004389
random_n04_03,4,min,reference,7808,random,4,static,0.4840259989754098,0.4837827868852459,0.4869696465163934,0.00889,0.002966,3.779275,3.790911,0.00019,0.002776
random_n04_03,4,min,reference-proposed,7808,random,4,static,0.1345375256147541,0.13427126024590164,0.1347608862704918,0.007317,0.001573,1.050469,1.060893,0.00016,0.001422
random_n04_03,4,spectrum,reference,3712,random,4,high,1.1100110452586207,1.1010732758620692,1.146950161637931,0.007096,0.00484,4.120361,4.132288,0.00016,0.004681
random_n04_03,4,spectrum,reference-proposed,3712,random,4,high,0.3090474137931034,0.2215592672413793,0.3115091594827586,0.014434,0.007768,1.147184,1.170077,0.000321,0.007447
random_n04_03,4,spectrum,reference,3584,random,4,natural,1.1415239955357142,1.1403180803571429,1.2649935825892857,0.014263,0.010033,4.091222,4.111286,0.00033,0.009703
random_n04_03,4,spectrum,reference-proposed,3584,random,4,natural,0.2363777901785714,0.23464006696428572,0.35121205357142854,0.007257,0.004511,0.847178,0.858795,0.00019,0.004341
random_n04_04,4,max,reference,8960,random,4,high,0.28092500000000004,0.2806686383928571,0.28114408482142855,0.007176,0.003749,2.517088,2.527853,0.000171,0.003578
random_n04_04,4,max,reference-proposed,8960,random,4,high,0.10031127232142857,0.07660223214285715,0.1130267857142857,0.014263,0.006956,0.898789,0.920549,0.00033,0.006625
random_n04_04,4,max,reference,8064,random,4,natural,0.35172767857142856,0.32632254464285715,0.3519972718253968,0.014462,0.007417,2.836332,2.858211,0.000331,0.007056
random_n04_04,4,max,reference-proposed,8064,random,4,natural,0.09163182043650794,0.09153199404761905,0.09189657738095237,0.007087,0.003448,0.738919,0.749312,0.000181,0.003268
random_n04_04,4,min,reference,7808,random,4,static,0.4922967469262295,0.4876321721311475,0.4946921106557377,0.007728,0.002867,3.843853,3.853796,0.000171,0.002716
random_n04_04,4,min,reference-proposed,7808,random,4,static,0.15061321721311474,0.14915983606557376,0.15085706967213117,0.007268,0.001484,1.175988,1.184698,0.00016,0.001324
random_n04_04,4,spectrum,reference,3712,random,4,high,1.154889816810345,1.1500180495689656,1.1555975215517242,0.007107,0.004961,4.286951,4.298979,0.000171,0.004781
random_n04_04,4,spectrum,reference-proposed,3712,random,4,high,0.22610587284482758,0.22577693965517243,0.23011476293103447,0.007267,0.003839,0.839305,0.85037,0.00016,0.003689
random_n04_04,4,spectrum,reference,3584,random,4,natural,1.16959375,1.1681037946428572,1.170101841517857,0.007006,0.005212,4.191824,4.205005,0.000161,0.005021
random_n04_04,4,spectrum,reference-proposed,3584,random,4,natural,0.23930580357142858,0.23721651785714287,0.35144475446428575,0.009622,0.00443,0.857672,0.871654,0.00018,0.00428
random_n04_05,4,max,reference,8960,random,4,high,0.2598584821428572,0.25961796875,0.26257756696428575,0.006906,0.003739,2.328332,2.339829,0.000171,0.003559
random_n04_05,4,max,reference-proposed,8960,random,4,high,0.08004308035714286,0.07825680803571429,0.08047276785714286,0.014493,0.006865,0.717186,0.739337,0.000331,0.006534
random_n04_05,4,max,reference,8064,random,4,natural,0.3148557787698413,0.31191170634920634,0.335929439484127,0.007587,0.003909,2.538997,2.550002,0.000181,0.003729
random_n04_05,4,max,reference-proposed,8064,random,4,natural,0.061864831349206346,0.06182626488095238,0.06768067956349207,0.007146,0.00422,0.498878,0.510244,0.00018,0.00404
random_n04_05,4,min,reference,7808,random,4,static,0.49530724897540984,0.49530110143442624,0.4986045081967213,0.007397,0.003097,3.867359,3.877473,0.00018,0.002917
random_n04_05,4,min,reference-proposed,7808,random,4,static,0.14649884733606558,0.14472720286885246,0.15068250512295084,0.007257,0.001584,1.143863,1.152483,0.00016,0.001433
random_n04_05,4,spectrum,reference,3712,random,4,high,1.1009727909482758,1.0921780711206899,1.1235689655172414,0.006976,0.005182,4.086811,4.099109,0.000191,0.004982
random_n04_05,4,spectrum,reference-proposed,3712,random,4,high,0.2347957974137931,0.2285266702586207,0.3585851293103448,0.014324,0.007748,0.871562,0.893684,0.000331,0.007367
random_n04_05,4,spectrum,reference,3584,random,4,natural,1.1910262276785712,1.153552734375,1.1929015066964286,0.014494,0.010114,4.268638,4.293887,0.000311,0.009804
random_n04_05,4,spectrum,reference-proposed,3584,random,4,natural,0.23721651785714287,0.2284327566964286,0.25009737723214287,0.007156,0.003919,0.850184,0.861179,0.00016,0.003759
random_n04_06,4,max,reference,8960,random,4,high,0.2782006696428571,0.27627109375,0.2782244419642857,0.007247,0.003759,2.492678,2.503425,0.00016,0.003599
random_n04_06,4,max,reference-proposed,8960,random,4,high,0.08501941964285714,0.07647042410714286,0.09282745535714285,0.014303,0.007036,0.761774,0.798268,0.000321,0.006715
random_n04_06,4,max,reference,8064,random,4,natural,0.3273654513888889,0.3259902033730158,0.32869692460317457,0.007658,0.004079,2.639875,2.661757,0.00017,0.003919
random_n04_06,4,max,reference-proposed,8064,random,4,natural,0.0905171130952381,0.08928856646825396,0.09091195436507937,0.006925,0.003598,0.72993,0.740554,0.00018,0.003418
random_n04_06,4,min,reference,7808,random,4,static,0.5042069672131148,0.4967175973360656,0.5266109118852459,0.014524,0.005984,3.936848,3.957396,0.000321,0.005663
random_n04_06,4,min,reference-proposed,7808,random,4,static,0.14127740778688525,0.13340791495901638,0.14712128586065576,0.007287,0.001523,1.103094,1.111604,0.000181,0.001342
random_n04_06,4,spectrum,reference,3712,random,4,high,1.179264547413793,1.1513257004310344,1.217324084051724,0.014304,0.010103,4.37743,4.401957,0.00032,0.009742
random_n04_06,4,spectrum,reference-proposed,3712,random,4,high,0.22070662715517242,0.22061907327586205,0.22142780172413792,0.007076,0.004601,0.819263,0.830616,0.000161,0.004441
random_n04_06,4,spectrum,reference,3584,random,4,natural,1.1695890066964287,1.1272338169642857,1.1863643973214286,0.014122,0.010183,4.191807,4.217136,0.000321,0.009822
random_n04_06,4,spectrum,reference-proposed,3584,random,4,natural,0.23805357142857142,0.23465178571428572,0.2401866629464286,0.007317,0.004099,0.853184,0.864229,0.00018,0.003938
random_n04_07,4,max,reference,8960,random,4,high,0.2873989955357143,0.2873286830357143,0.2924568080357143,0.007547,0.004109,2.575095,2.587163,0.00016,0.003949
random_n04_07,4,max,reference-proposed,8960,random,4,high,0.07089620535714286,0.06501540178571429,0.09595100446428571,0.014303,0.007026,0.63523,0.656779,0.00037,0.006656
random_n04_07,4,max,reference,8064,random,4,natural,0.326772941468254,0.32521180555555557,0.3716533978174603,0.014303,0.007427,2.635097,2.657158,0.000311,0.007087
random_n04_07,4,max,reference-proposed,8064,random,4,natural,0.09058122519841269,0.08835887896825396,0.09081361607142857,0.007346,0.003759,0.730447,0.741793,0.000171,0.003568
random_n04_07,4,min,reference,7808,random,4,static,0.4966933913934426,0.49623693647540984,0.49785233094262293,0.007498,0.002847,3.878182,3.888907,0.000171,0.002667
random_n04_07,4,min,reference-proposed,7808,random,4,static,0.13181582991803278,0.12331634221311476,0.13998373463114755,0.007738,0.001694,1.029218,1.038009,0.000181,0.001534
random_n04_07,4,spectrum,reference,3712,random,4,high,1.2078494073275863,1.169580010775862,1.2438267780172414,0.014404,0.009912,4.483537,4.508355,0.000321,0.009581
random_n04_07,4,spectrum,reference-proposed,3712,random,4,high,0.25903556034482755,0.24444315732758623,0.29862553879310344,0.014333,0.007959,0.96154,0.984052,0.000331,0.007587
random_n04_07,4,spectrum,reference,3584,random,4,natural,1.1711791294642857,1.1649679129464288,1.2837151227678572,0.007397,0.005222,4.197506,4.210125,0.00018,0.005061
random_n04_07,4,spectrum,reference-proposed,3584,random,4,natural,0.2359525669642857,0.23431668526785715,0.23748493303571427,0.006966,0.003999,0.845654,0.856529,0.000181,0.003849
random_n04_08,4,max,reference,8960,random,4,high,0.2838337053571428,0.281559375,0.2855392857142857,0.007698,0.004,2.54315,2.553614,0.00017,0.00385
random_n04_08,4,max,reference-proposed,8960,random,4,high,0.0705453125,0.0703197544642857,0.08904319196428571,0.007308,0.003808,0.632086,0.64246,0.00019,0.003648
random_n04_08,4,max,reference,8064,random,4,natural,0.3269512648809524,0.32572073412698416,0.3277591765873016,0.007046,0.003739,2.636535,2.646919,0.00018,0.003558
random_n04_08,4,max,reference-proposed,8064,random,4,natural,0.0917718253968254,0.09081200396825397,0.11060999503968255,0.014373,0.006907,0.740048,0.761328,0.000371,0.006556
random_n04_08,4,min,reference,7808,random,4,static,0.5151470286885247,0.5138287653688525,0.5292538422131148,0.014885,0.005854,4.022268,4.047156,0.000321,0.005533
random_n04_08,4,min,reference-proposed,7808,random,4,static,0.1346516393442623,0.13356980020491804,0.1513203125,0.007217,0.001594,1.05136,1.05996,0.00019,0.001444
random_n04_08,4,spectrum,reference,3712,random,4,high,1.1586031788793103,1.1569477370689656,1.1700123922413792,0.007157,0.005072,4.300735,4.313504,0.000171,0.004901
random_n04_08,4,spectrum,reference-proposed,3712,random,4,high,0.23433997844827587,0.21894261853448277,0.23691352370689653,0.014283,0.007938,0.86987,0.892823,0.000321,0.007617
random_n04_08,4,spectrum,reference,3584,random,4,natural,1.1709773995535713,1.1694263392857143,1.1711866629464287,0.007127,0.004881,4.196783,4.20868,0.00016,0.004731
random_n04_08,4,spectrum,reference-proposed,3584,random,4,natural,0.23972795758928572,0.2376484375,0.24048186383928571,0.007006,0.004029,0.859185,0.870992,0.000161,0.003878
random_n04_09,4,max,reference,8960,random,4,high,0.2738515625,0.27094665178571425,0.29415825892857145,0.007538,0.004009,2.45371,2.464946,0.00016,0.003849
random_n04_09,4,max,reference-proposed,8960,random,4,high,0.07086071428571428,0.06919977678571429,0.07114453125,0.006976,0.003659,0.634912,0.645346,0.00018,0.003479
random_n04_09,4,max,reference,8064,random,4,natural,0.31419878472222224,0.3141899801587302,0.3250647321428572,0.007578,0.004189,2.533699,2.545466,0.00019,0.004038
random_n04_09,4,max,reference-proposed,8064,random,4,natural,0.06597222222222222,0.06578608630952382,0.06892361111111112,0.007167,0.003678,0.532,0.542424,0.00017,0.003518
random_n04_09,4,min,reference,7808,random,4,static,0.4909121413934426,0.4884513319672131,0.4909811731557377,0.007447,0.002847,3.833042,3.843383,0.00016,0.002697
random_n04_09,4,min,reference-proposed,7808,random,4,static,0.11452574282786886,0.11408171106557377,0.12091854508196721,0.007367,0.001433,0.894217,0.90409,0.00018,0.001253
random_n04_09,4,spectrum,reference,3712,random,4,high,1.0930953663793102,1.0899943426724137,1.154789870689655,0.007127,0.004951,4.05757,4.069498,0.000161,0.00479
random_n04_09,4,spectrum,reference-proposed,3712,random,4,high,0.2267790948275862,0.2195210129310345,0.2310692349137931,0.007017,0.00437,0.841804,0.852569,0.00016,0.00421
random_n04_09,4,spectrum,reference,3584,random,4,natural,1.1199969308035713,1.1081808035714287,1.1665672433035714,0.00878,0.005333,4.014069,4.028011,0.00018,0.005173
random_n04_09,4,spectrum,reference-proposed,3584,random,4,natural,0.23553487723214286,0.231828125,0.237865234375,0.007066,0.003919,0.844157,0.855092,0.00016,0.003739
random_n05_00,5,max,reference,5760,random,5,high,0.6807036458333333,0.6768873263888889,0.7301746527777777,0.015395,0.008991,3.920853,3.94556,0.000482,0.008509
random_n05_00,5,max,reference-proposed,5760,random,5,high,0.13693767361111112,0.1339519097222222,0.1377890625,0.008179,0.003939,0.788761,0.800087,0.000241,0.003698
random_n05_00,5,max,reference,6400,random,5,natural,0.7136960937500001,0.7094490625,0.71800515625,0.015145,0.00911,4.567655,4.592242,0.000471,0.008599
random_n05_00,5,max,reference-proposed,6400,random,5,natural,0.11717359375,0.11533953124999999,0.11767078125000001,0.007637,0.00382,0.749911,0.761108,0.000251,0.003569
random_n05_00,5,min,reference,2816,random,5,static,2.2893316761363636,2.287595525568182,2.2992038352272726,0.007727,0.010304,6.446758,6.483914,0.000241,0.010063
random_n05_00,5,min,reference-proposed,2816,random,5,static,0.3659747869318182,0.35642507102272725,0.3887894176136364,0.015696,0.007768,1.030585,1.055531,0.000441,0.007277
random_n05_00,5,spectrum,reference,1792,random,5,high,4.110073660714285,4.107623325892857,4.146965401785715,0.015165,0.016719,7.365252,7.393517,0.000501,0.016208
random_n05_00,5,spectrum,reference-proposed,1792,random,5,high,0.6110184151785715,0.540640625,0.7155217633928571,0.015095,0.014002,1.094945,1.124574,0.000481,0.013521
random_n05_00,5,spectrum,reference,2048,random,5,natural,4.17711279296875,4.17476953125,4.26501806640625,0.007808,0.010675,8.554727,8.572568,0.000321,0.010354
random_n05_00,5,spectrum,reference-proposed,2048,random,5,natural,0.44429931640625,0.443705078125,0.44542138671875,0.007598,0.006885,0.909925,0.924448,0.000231,0.006664
random_n05_01,5,max,reference,5760,random,5,high,0.710426388888889,0.7061951388888889,0.7134039930555556,0.009421,0.004941,4.092056,4.115501,0.00025,0.004701
