case,group,n,metric,steps,m,profile,baseline_us,proposed_us,paired_speedup,baseline_total_ms,proposed_total_ms,total_speedup,reference_growth_factor,speedup_over_reference_factor
random_n09_07,random,9,spectrum,128,9,high,1600.898984375,48.630203125,32.919849836119724,206.612225,6.975669,29.618983498213577,18,1.8288805464510958
random_n09_07,random,9,spectrum,128,9,natural,1584.9289921875,12.1199453125,130.7703088852118,204.504508,2.304165,88.7542810519212,18,7.265017160289544
random_n09_08,random,9,max,640,9,high,21.210809375,1.5848031249999999,13.383876546179831,13.654694,1.076037,12.689799700196183,9,1.4870973940199812
random_n09_08,random,9,max,2688,9,natural,20.72568043154762,0.36671763392857143,56.51672707831805,55.852317,1.113702,50.1501451914426,9,6.279636342035339
random_n09_08,random,9,min,128,9,static,1584.3166953125,15.232515625,104.0088672361037,204.591247,2.017779,101.39427905632877,56.888888888888886,1.8282808693846353
random_n09_08,random,9,spectrum,128,9,high,1589.3745,48.2427734375,32.94533847767031,205.076237,6.927313,29.604009086928798,18,1.830296582092795
random_n09_08,random,9,spectrum,128,9,natural,1582.5355625,11.66834375,135.62640906084036,204.470428,2.234378,91.51111763542248,18,7.53480050338002
random_n09_09,random,9,max,640,9,high,21.2203625,1.577184375,13.454585802626912,13.660705,1.129384,12.09571323836711,9,1.494953978069657
random_n09_09,random,9,max,2688,9,natural,20.681969866071427,0.34937462797619045,59.19711452968154,55.674211,1.003709,55.46847841356409,9,6.577457169964616
random_n09_09,random,9,min,128,9,static,1585.1408984375,14.859234375,106.6771583537594,204.533141,1.971562,103.74167335341217,56.888888888888886,1.875184424187177
random_n09_09,random,9,spectrum,128,9,high,1601.704796875,48.639328125,32.9302409926124,206.938528,6.976452,29.662431275955168,18,1.829457832922911
random_n09_09,random,9,spectrum,128,9,natural,1583.769578125,12.1130234375,130.74932004357396,204.339292,2.291221,89.18358028317652,18,7.263851113531887
random_n10_00,random,10,max,256,10,high,53.37987890625,3.8785390625,13.762882891230388,13.929881,1.115391,12.488787340044881,10,1.3762882891230388
random_n10_00,random,10,max,2048,10,natural,48.695689453125,0.434662109375,112.03113499620305,99.935393,1.016466,98.31651329213176,10,11.203113499620304
random_n10_00,random,10,min,128,10,static,6547.065046875,37.49878125,174.59407555745562,844.669017,4.934375,171.1805480937302,102.4,1.7050202691157774
random_n10_00,random,10,spectrum,128,10,high,6477.8529765625,182.98621875,35.40076963616966,835.684095,26.231867,31.8575911886104,20,1.770038481808483
random_n10_00,random,10,spectrum,128,10,natural,6544.8563515625,35.0272734375,186.85029433537395,844.402459,7.383901,114.35722919362001,20,9.342514716768697
random_n10_01,random,10,max,256,10,high,53.598078125,3.18266015625,16.840653885004315,13.888492,1.012738,13.713805544968196,10,1.6840653885004315
random_n10_01,random,10,max,2048,10,natural,48.385419921875,0.4418994140625,109.49419343432669,99.259354,1.032465,96.13822647741087,10,10.94941934343267
random_n10_01,random,10,min,128,10,static,6531.513703125,35.633890625,183.29499217081352,842.651794,4.693503,179.53579533239886,102.4,1.7899901579181006
random_n10_01,random,10,spectrum,128,10,high,6521.7383203125,183.5573828125,35.52969769118096,841.378169,26.336191,31.947602787358278,20,1.7764848845590477
random_n10_01,random,10,spectrum,128,10,natural,6655.2540390625,34.880421875,190.8019938208531,858.650342,7.315171,117.37939441196932,20,9.540099691042656
random_n10_02,random,10,max,256,10,high,53.47348828125,3.5769453125,14.949484437008708,13.863571,1.044314,13.2752898074717,10,1.4949484437008709
random_n10_02,random,10,max,2048,10,natural,48.01371875,0.4730498046875,101.4982318441463,98.506157,1.094722,89.98280568034625,10,10.14982318441463
random_n10_02,random,10,min,128,10,static,6532.5272890625,40.4238515625,161.6008132961415,842.919587,5.313807,158.62819010927572,102.4,1.5781329423451318
random_n10_02,random,10,spectrum,128,10,high,6527.14146875,183.6500078125,35.54119897132798,842.186103,26.338133,31.97592262898817,20,1.777059948566399
random_n10_02,random,10,spectrum,128,10,natural,6525.4754609375,37.6543828125,173.29922770029467,841.914331,7.679469,109.63184186302463,20,8.664961385014733
random_n10_03,random,10,max,256,10,high,53.17240234375,3.03030078125,17.546905796531647,13.783753,0.906209,15.21034661981949,10,1.7546905796531647
random_n10_03,random,10,max,2048,10,natural,48.80501171875,0.46641455078125,104.63869885062766,100.314821,1.080386,92.85090791624474,10,10.463869885062767
random_n10_03,random,10,min,128,10,static,6489.8108203125,39.16809375,165.6912603849275,837.251867,5.189133,161.34715895699725,102.4,1.6180787146965574
random_n10_03,random,10,spectrum,128,10,high,6613.9329921875,184.175140625,35.91110597088759,853.244395,26.370508,32.35600903099781,20,1.7955552985443795
random_n10_03,random,10,spectrum,128,10,natural,6482.3288046875,36.2770234375,178.68965506102242,836.346252,7.496888,111.55912319885265,20,8.934482753051121
random_n10_04,random,10,max,256,10,high,52.8823125,3.6911171875,14.3269123719741,13.732466,1.144908,11.99438382822026,10,1.4326912371974099
random_n10_04,random,10,max,2048,10,natural,47.31317626953125,0.41274560546875,114.63035739847132,97.212018,0.971573,100.05631897963406,10,11.463035739847133
random_n10_04,random,10,min,128,10,static,6560.475796875,37.8154375,173.48670888377265,846.353485,4.982325,169.87119166252702,102.4,1.6942061414430922
random_n10_04,random,10,spectrum,128,10,high,6546.3565078125,183.1543515625,35.74229305482052,844.746431,26.326613,32.08716711868709,20,1.787114652741026
random_n10_04,random,10,spectrum,128,10,natural,6545.3179375,32.5523359375,201.0706067320918,844.400968,7.044021,119.87485102613977,20,10.05353033660459
random_n10_05,random,10,max,256,10,high,52.93167578125,3.55642578125,14.883391088972974,13.720507,1.035525,13.24980758552425,10,1.4883391088972975
random_n10_05,random,10,max,2048,10,natural,47.85334912109375,0.4601796875,103.98839935996469,98.22847,1.082094,90.77628191266194,10,10.398839935996468
random_n10_05,random,10,min,128,10,static,6475.617,35.729125,181.241969961481,835.401258,4.710011,177.36715646736283,102.4,1.769941112905088
random_n10_05,random,10,spectrum,128,10,high,6587.250203125,183.9132578125,35.81715794432132,850.099963,26.433778,32.159608929151176,20,1.7908578972160663
random_n10_05,random,10,spectrum,128,10,natural,6492.817546875,37.27078125,174.2066393329225,837.645831,7.620338,109.92239858651939,20,8.710331966646125
random_n10_06,random,10,max,256,10,high,52.78834765625,3.53050390625,14.952071731969918,13.683146,1.027274,13.319860134686559,10,1.4952071731969918
random_n10_06,random,10,max,2048,10,natural,47.68725732421875,0.4404697265625,108.26455133790498,97.831172,1.030913,94.89760241649877,10,10.826455133790498
random_n10_06,random,10,min,128,10,static,6592.8875234375,35.855640625,183.87309244840748,850.543185,4.719942,180.2020416776308,102.4,1.7956356684414791
random_n10_06,random,10,spectrum,128,10,high,6520.374484375,183.418609375,35.54914360431155,841.471138,26.446051,31.81840411636505,20,1.7774571802155776
random_n10_06,random,10,spectrum,128,10,natural,6581.3301328125,34.79196875,189.1623374377887,849.066305,7.323067,115.94408531288872,20,9.458116871889434
random_n10_07,random,10,max,256,10,high,53.090421875,2.96296875,17.91798238675315,13.84478,0.958838,14.439123188692982,10,1.7917982386753148
random_n10_07,random,10,max,2048,10,natural,49.3548203125,0.5358720703125,92.10187103746267,101.320439,1.222367,82.8887224540584,10,9.210187103746268
random_n10_07,random,10,min,128,10,static,6528.3005234375,37.9461171875,172.0413314273961,842.212624,4.997341,168.53215019747503,102.4,1.680091127220665
random_n10_07,random,10,spectrum,128,10,high,6574.438375,183.6151171875,35.80553973824748,848.266227,26.331064,32.21541776663487,20,1.790276986912374
random_n10_07,random,10,spectrum,128,10,natural,6596.2093515625,41.8204453125,157.7269037255066,851.035001,8.204369,103.72948864196624,20,7.88634518627533
random_n10_08,random,10,max,256,10,high,52.49130078125,3.494640625,15.0205146720201,13.60518,1.029033,13.221325263621283,10,1.50205146720201
random_n10_08,random,10,max,2048,10,natural,47.62738037109375,0.43049462890625,110.63408733367889,97.707355,1.008216,96.91113313020226,10,11.06340873336789
random_n10_08,random,10,min,128,10,static,6486.6336640625,36.868,175.94210871385755,836.842458,4.858561,172.24080504495055,102.4,1.718184655408765
random_n10_08,random,10,spectrum,128,10,high,6512.7595,183.139875,35.561668369600014,840.223476,26.411792,31.81243726287107,20,1.7780834184800007
random_n10_08,random,10,spectrum,128,10,natural,6546.7913671875,34.6873828125,188.73696532758558,844.591952,7.335614,115.13582257736026,20,9.436848266379279
random_n10_09,random,10,max,256,10,high,52.6345703125,3.0470390625,17.274005758664277,13.651047,0.978729,13.94772914667901,10,1.7274005758664277
random_n10_09,random,10,max,2048,10,natural,47.918658203125,0.44198828125,108.4161282910145,98.305962,1.033335,95.13464849250244,10,10.84161282910145
random_n10_09,random,10,min,128,10,static,6570.5240234375,39.776015625,165.1880893597547,847.643265,5.228387,162.1232829551447,102.4,1.6131649351538546
random_n10_09,random,10,spectrum,128,10,high,6497.8462109375,184.0303984375,35.30854829477688,838.318327,26.33106,31.83762169088521,20,1.7654274147388438
random_n10_09,random,10,spectrum,128,10,natural,6524.125625,34.8074765625,187.4346051281637,841.700981,7.350418,114.51062796700812,20,9.371730256408185
random_n11_00,random,11,max,192,11,high,145.36903645833334,5.651088541666667,25.724076943140563,28.266046,1.337573,21.132338945238878,11,2.3385524493764147
random_n11_00,random,11,max,1312,11,natural,113.66196722560976,0.5905792682926829,192.45844432398948,149.476393,1.029868,145.14131228468113,11,17.49622221127177
random_n11_00,random,11,min,32,11,static,26993.26159375,87.45821875,308.64179467124126,891.043676,3.083971,288.92738485543475,186.1818181818182,1.657744014347487
random_n11_00,random,11,spectrum,32,11,high,26850.54934375,729.58628125,36.80243178057976,886.382257,34.779743,25.485589614621357,22,1.672837808208171
random_n11_00,random,11,spectrum,32,11,natural,27003.76303125,208.3245,129.62355858888418,891.449724,17.630281,50.56355732503639,22,5.891979935858372
random_n11_01,random,11,max,192,11,high,146.25602604166664,5.513895833333333,26.524988948376638,28.538226,1.317987,21.65288883729506,11,2.4113626316706034
random_n11_01,random,11,max,1312,11,natural,110.92698018292683,0.4310792682926829,257.3238574479822,145.897145,0.825586,176.71949984616987,11,23.393077949816565
random_n11_01,random,11,min,32,11,static,26691.1945,91.19253125,292.6905760168819,881.137864,3.212199,274.30986187343933,186.1818181818182,1.5720685235281742
random_n11_01,random,11,spectrum,32,11,high,26799.4663125,714.89753125,37.48714345906478,884.559517,34.132238,25.915661229128897,22,1.7039610663211264
random_n11_01,random,11,spectrum,32,11,natural,26861.70640625,148.69525,180.6493913305906,886.545722,16.11685,55.007381839503374,22,8.2113359695723
random_n11_02,random,11,max,192,11,high,144.21702083333335,5.59371875,25.781957813544587,28.051373,1.332138,21.05740771601741,11,2.3438143466858716
random_n11_02,random,11,max,1312,11,natural,114.5425868902439,0.580733993902439,197.23761324963286,150.6418,1.021251,147.50712606401365,11,17.930692113602987
random_n11_02,random,11,min,32,11,static,26918.8595625,90.851,296.29678883556596,888.611926,3.188758,278.67023022756825,186.1818181818182,1.591437830659778
random_n11_02,random,11,spectrum,32,11,high,26866.58171875,717.5446875,37.442381201867654,887.243534,34.461661,25.745814573476302,22,1.7019264182667115
random_n11_02,random,11,spectrum,32,11,natural,26925.4225,189.80646875,141.8572437352718,888.791383,17.366648,51.17806170770548,22,6.448056533421445
random_n11_03,random,11,max,192,11,high,145.57515104166666,5.761265625,25.267911691134127,28.350814,1.365261,20.76585649190887,11,2.2970828810121935
random_n11_03,random,11,max,1312,11,natural,111.79184984756098,0.4920815548780488,227.1815489513035,147.11293,0.909697,161.71640667167202,11,20.652868086482137
random_n11_03,random,11,min,32,11,static,26660.540875,92.0396875,289.6635310175298,879.959539,3.230369,272.40217417886316,186.1818181818182,1.5558099810511854
random_n11_03,random,11,spectrum,32,11,high,26698.916375,715.2870625,37.32615585368566,881.304648,34.032065,25.896302443004853,22,1.696643447894803
random_n11_03,random,11,spectrum,32,11,natural,26994.082375,174.60725,154.59886330607694,890.959103,17.144449,51.967788699421014,22,7.027221059367133
random_n11_04,random,11,max,192,11,high,147.21790625,6.079333333333333,24.216126699747782,28.622783,1.451435,19.720334014268637,11,2.201466063613435
random_n11_04,random,11,max,1312,11,natural,118.06443826219513,0.6431653963414634,183.56777111110847,155.261013,1.129941,137.4063008599564,11,16.687979191918952
random_n11_04,random,11,min,32,11,static,26760.049125,90.9833125,294.12040944321524,883.291671,3.192988,276.6348232439332,186.1818181818182,1.5797482929078943
random_n11_04,random,11,spectrum,32,11,high,26752.0258125,723.4125,36.98032009745477,882.962214,34.898379,25.300952058546905,22,1.6809236407933987
random_n11_04,random,11,spectrum,32,11,natural,26675.7919375,193.4443125,137.89907592915145,880.35856,17.083556,51.532512317693104,22,6.26813981496143
random_n11_05,random,11,max,192,11,high,147.73727083333335,5.773598958333333,25.588419268383117,28.731832,1.521829,18.879803184194806,11,2.3262199334893743
random_n11_05,random,11,max,1312,11,natural,116.30327896341463,0.5959641768292683,195.15145957629122,153.01766,1.042687,146.7532058997571,11,17.741041779662837
random_n11_05,random,11,min,32,11,static,26805.1425,91.25275,293.7461336781631,884.765402,3.20314,276.21814906622876,186.1818181818182,1.5777380226854465
random_n11_05,random,11,spectrum,32,11,high,26911.02571875,722.594875,37.24220396491187,888.065097,34.873874,25.46505435559009,22,1.6928274529505396
random_n11_05,random,11,spectrum,32,11,natural,26778.2725625,173.60175,154.2511671829345,883.825445,17.224714,51.3114728639326,22,7.0114166901333865
random_n11_06,random,11,max,192,11,high,144.33721354166667,5.426182291666667,26.6001409063117,28.1011,1.298419,21.64255144140682,11,2.418194627846518
random_n11_06,random,11,max,1312,11,natural,113.23749542682927,0.48432317073170733,233.80565347668988,148.972132,0.889407,167.49601925777512,11,21.255059406971807
random_n11_06,random,11,min,32,11,static,26872.867375,86.4665,310.78935049990463,887.065239,3.047423,291.08700662822326,186.1818181818182,1.669278738036597
random_n11_06,random,11,spectrum,32,11,high,27087.7038125,712.76115625,38.003900149405766,894.070812,34.092999,26.224469487122562,22,1.727450006791171
random_n11_06,random,11,spectrum,32,11,natural,27018.30640625,161.7210625,167.06733179081112,891.764642,16.709294,53.369378861847785,22,7.593969626855051
random_n11_07,random,11,max,192,11,high,146.36611458333334,5.6534635416666665,25.889636238846947,28.501953,1.341467,21.24685363113666,11,2.3536032944406315
random_n11_07,random,11,max,1312,11,natural,114.06174390243902,0.5259512195121951,216.8675338527175,150.009883,0.948462,158.16119464986474,11,19.715230350247044
random_n11_07,random,11,min,32,11,static,26732.01725,91.99103125,290.59373383206855,882.306587,3.233111,272.8970910680147,186.1818181818182,1.560806187574587
random_n11_07,random,11,spectrum,32,11,high,26976.46659375,722.11703125,37.3574717481087,890.282617,34.100613,26.107525310468755,22,1.6980668976413045
random_n11_07,random,11,spectrum,32,11,natural,26814.09571875,168.8395625,158.81405591032612,885.061663,16.49699,53.64988782802196,22,7.218820723196642
random_n11_08,random,11,max,192,11,high,148.44703125,5.739526041666667,25.863987753053795,28.854855,1.378603,20.930503560488408,11,2.3512716139139815
random_n11_08,random,11,max,1312,11,natural,114.87596493902439,0.5796189024390244,198.19223364805512,151.068563,1.017215,148.5119301229337,11,18.01747578618683
random_n11_08,random,11,min,32,11,static,26899.9635625,91.0596875,295.4102336722823,887.870269,3.204244,277.09196584280096,186.1818181818182,1.586676059763235
random_n11_08,random,11,spectrum,32,11,high,26907.877625,733.6194375,36.67825066998719,888.181211,34.967882,25.399914441486615,22,1.6671932122721451
random_n11_08,random,11,spectrum,32,11,natural,26717.16525,188.6520625,141.62137904005158,881.985615,17.226328,51.199861920660055,22,6.437335410911436
random_n11_09,random,11,max,192,11,high,144.87285416666666,5.4445625,26.608722770041975,28.174819,1.299934,21.674038066547993,11,2.4189747972765434
random_n11_09,random,11,max,1312,11,natural,114.7131981707317,0.609483993902439,188.21363533476813,150.869452,1.060324,142.2861804505038,11,17.11033048497892
random_n11_09,random,11,min,32,11,static,26864.68640625,86.95371875,308.9538526062176,886.598545,3.062632,289.4890881437927,186.1818181818182,1.6594201067716765
random_n11_09,random,11,spectrum,32,11,high,26919.09403125,732.17359375,36.7659995676401,888.353052,34.725687,25.58201518086597,22,1.6711817985290955
random_n11_09,random,11,spectrum,32,11,natural,26671.015875,185.4350625,143.82941130672094,880.265521,17.169396,51.26945181997084,22,6.537700513941861
random_n12_00,random,12,max,96,12,high,361.0179375,11.816322916666666,30.552477284688294,35.431784,1.71348,20.678259448607513,12,2.5460397737240243
random_n12_00,random,12,max,1056,12,natural,331.8568607954545,0.8513390151515151,389.8057705441739,351.234257,1.476829,237.8300107866246,12,32.483814212014494
random_n12_00,random,12,min,32,12,static,109877.22821875,206.46240625,532.1900011457897,3626.285313,7.237267,501.0572793569727,341.3333333333333,1.5591503939818057
random_n12_00,random,12,spectrum,32,12,high,109575.0853125,3562.7223125,30.75599940193206,3616.30399,159.311043,22.69964417971954,24,1.2814999750805025
random_n12_00,random,12,spectrum,32,12,natural,109391.94725,940.2933125,116.33811045529477,3610.478069,74.281037,48.60564977034448,24,4.847421268970615
random_n12_01,random,12,max,96,12,high,360.90288541666666,11.758510416666667,30.69290859368702,35.431401,1.727228,20.513447558747313,12,2.5577423828072514
random_n12_01,random,12,max,1056,12,natural,330.7006827651515,0.6596969696969698,501.29180207854836,349.99439,1.2626,277.2013226675115,12,41.77431683987903
random_n12_01,random,12,min,32,12,static,109741.20353125,204.5069375,536.613597918897,3621.719393,7.200211,503.00184161269715,341.3333333333333,1.5721101501530186
random_n12_01,random,12,spectrum,32,12,high,109657.2890625,3451.716375,31.76891643146665,3619.14855,156.793295,23.08229156100074,24,1.3237048513111105
random_n12_01,random,12,spectrum,32,12,natural,109467.8855,843.72275,129.74390639579175,3612.926138,72.499078,49.83409772466348,24,5.405996099824656
random_n12_02,random,12,max,96,12,high,361.46934375,11.929864583333334,30.29953451902482,35.469297,1.716075,20.668850137668805,12,2.524961209918735
random_n12_02,random,12,max,1056,12,natural,331.32204924242427,0.7845179924242424,422.32562215508227,350.679044,1.398708,250.71640685546944,12,35.193801846256854
random_n12_02,random,12,min,32,12,static,109841.43009375,211.7384375,518.7599917646035,3625.054934,7.408461,489.31281868123483,341.3333333333333,1.5198046633728617
random_n12_02,random,12,spectrum,32,12,high,109868.92178125,3525.957875,31.1600210995856,3626.12298,159.681305,22.70850040961276,24,1.2983342124827333
random_n12_02,random,12,spectrum,32,12,natural,109487.09875,892.66153125,122.65242190585325,3614.092459,72.827707,49.62524028114739,24,5.110517579410552
random_n12_03,random,12,max,96,12,high,360.43171875,11.516333333333334,31.297437154476253,35.398666,1.673697,21.14998473439338,12,2.608119762873021
random_n12_03,random,12,max,1056,12,natural,329.5849990530303,0.7104412878787879,463.91588534654886,348.814283,1.318242,264.60565131440205,12,38.65965711221241
random_n12_03,random,12,min,32,12,static,110062.3861875,207.05078125,531.5719434770305,3632.355831,7.265837,499.9225596445392,341.3333333333333,1.5573396781553628
random_n12_03,random,12,spectrum,32,12,high,111222.4605625,3524.61203125,31.555944193680535,3670.874527,157.15907,23.357700748674574,24,1.3148310080700223
random_n12_03,random,12,spectrum,32,12,natural,109332.110375,799.7614375,136.70590409655753,3609.16298,69.161106,52.18486500201428,24,5.696079337356564
random_n12_04,random,12,max,96,12,high,362.14075,11.932947916666667,30.347970386613397,35.53885,1.711835,20.76067494822807,12,2.528997532217783
random_n12_04,random,12,max,1056,12,natural,333.5908125,1.0931960227272728,305.1518717272385,353.116168,1.733782,203.66814743722108,12,25.42932264393654
random_n12_04,random,12,min,32,12,static,109839.7550625,192.59590625,570.3119926127713,3625.480841,6.779907,534.7390223789206,341.3333333333333,1.6708359158577284
random_n12_04,random,12,spectrum,32,12,high,109593.71040625,3594.057875,30.493028831999542,3617.174654,158.694151,22.79337096677243,24,1.2705428679999808
random_n12_04,random,12,spectrum,32,12,natural,109276.57971875,1126.0040625,97.04812207882243,3606.773587,81.548422,44.228612872484526,24,4.043671753284268
random_n12_05,random,12,max,96,12,high,362.060625,12.047854166666665,30.051876457944626,35.545963,1.723966,20.61871463822372,12,2.504323038162052
random_n12_05,random,12,max,1056,12,natural,334.368271780303,1.0952329545454544,305.29420283840267,353.952112,1.72459,205.23841144851818,12,25.44118356986689
random_n12_05,random,12,min,32,12,static,109921.22315625,195.86253125,561.2161879800581,3627.782752,6.875227,527.6600688239095,341.3333333333333,1.6441880507228264
random_n12_05,random,12,spectrum,32,12,high,109590.143375,3434.92128125,31.904703019895443,3617.00926,155.105821,23.319622930205824,24,1.3293626258289768
random_n12_05,random,12,spectrum,32,12,natural,109455.545125,1092.40478125,100.1968748248739,3612.431478,78.499021,46.01880930464088,24,4.174869784369746
random_n12_06,random,12,max,96,12,high,362.2256145833333,12.413135416666666,29.180831629129425,35.566156,1.753896,20.278372263805835,12,2.431735969094119
random_n12_06,random,12,max,1056,12,natural,333.8521505681818,0.908938446969697,367.2989647222086,353.389857,1.527415,231.3646631727461,12,30.608247060184052
random_n12_06,random,12,min,32,12,static,109058.6298125,194.82278125,559.7837640586501,3599.066759,6.851308,525.3108981525863,341.3333333333333,1.6399914962655766
random_n12_06,random,12,spectrum,32,12,high,109039.7459375,3595.54671875,30.326332673938367,3599.158365,159.188572,22.609401666094474,24,1.263597194747432
random_n12_06,random,12,spectrum,32,12,natural,110492.17990625,1001.41584375,110.33596142486637,3646.295783,77.417488,47.09912291393386,24,4.597331726036098
random_n12_07,random,12,max,96,12,high,359.57116666666667,11.452,31.398110955873793,35.343125,1.680923,21.026022607817254,12,2.616509246322816
random_n12_07,random,12,max,1056,12,natural,333.8544441287879,0.9331467803030302,357.77270111822276,353.349341,1.559079,226.6397924672194,12,29.814391759851897
random_n12_07,random,12,min,32,12,static,109390.28725,214.7656875,509.34713325656355,3610.317249,7.511143,480.66149838979237,341.3333333333333,1.4922279294625886
random_n12_07,random,12,spectrum,32,12,high,109789.096875,3570.56,30.748425141994534,3622.889954,157.719855,22.97041139176802,24,1.281184380916439
random_n12_07,random,12,spectrum,32,12,natural,108642.55815625,978.24065625,111.05913198570354,3585.929703,78.48379,45.69006801277053,24,4.627463832737647
random_n12_08,random,12,max,96,12,high,360.2926875,11.302270833333335,31.87790248641036,35.442294,1.641083,21.5968930273484,12,2.65649187386753
random_n12_08,random,12,max,1056,12,natural,332.52557859848486,0.9171666666666666,362.55741806122285,352.112057,1.542236,228.31269468486016,12,30.21311817176857
random_n12_08,random,12,min,32,12,static,109305.8285625,207.7395625,526.1676073978446,3607.185739,7.267532,496.3426014498457,341.3333333333333,1.5415066622983729
random_n12_08,random,12,spectrum,32,12,high,109563.28665625,3568.1515,30.705895379232075,3615.124079,158.47075,22.81256370024121,24,1.279412307468003
random_n12_08,random,12,spectrum,32,12,natural,108747.00803125,1051.09190625,103.46098888652726,3588.887142,78.463443,45.73960821474531,24,4.310874536938636
random_n12_09,random,12,max,96,12,high,361.7735729166667,11.976697916666666,30.20645385179381,35.503526,1.730804,20.51273627747567,12,2.5172044876494843
random_n12_09,random,12,max,1056,12,natural,334.688334280303,0.9643153409090909,347.07353505833646,354.344907,1.585391,223.50631926130524,12,28.922794588194705
random_n12_09,random,12,min,32,12,static,109732.51709375,212.72484375,515.8425088454202,3621.351707,7.44135,486.6525169492095,341.3333333333333,1.511257350133067
random_n12_09,random,12,spectrum,32,12,high,109541.380875,3594.35703125,30.475932113206095,3615.497981,158.540004,22.804957044153976,24,1.2698305047169207
random_n12_09,random,12,spectrum,32,12,natural,109339.45703125,1149.19240625,95.14460453845346,3608.695025,83.624761,43.15342706928633,24,3.964358522435561
random_n13_00,random,13,max,48,13,high,837.8471666666667,23.5679375,35.55029652750338,41.907955,2.339217,17.915377239477998,13,2.734638194423337
random_n13_00,random,13,max,280,13,natural,823.49835,2.523039285714286,326.3914100199447,232.236543,1.929581,120.35594411429217,13,25.10703153999575
random_n13_00,random,13,min,8,13,static,456257.598,476.630875,957.2556498779061,4106.88862,5.156565,796.4388347669427,630.1538461538462,1.5190824521988255
random_n13_00,random,13,spectrum,8,13,high,453905.8755,12302.17725,36.89638559711046,4085.259517,276.525275,14.773548338393297,26,1.4190917537350176
random_n13_00,random,13,spectrum,8,13,natural,456350.901875,5400.06375,84.50842860419934,4107.512904,221.687695,18.528375713410707,26,3.25032417708459
random_n13_01,random,13,max,48,13,high,835.6772708333334,21.850166666666667,38.24580762160472,41.820627,2.287033,18.28597444811684,13,2.9419852016619013
random_n13_01,random,13,max,280,13,natural,825.5481392857142,1.4059964285714286,587.1623302233545,232.828279,1.611021,144.52218748234816,13,45.16633309410419
random_n13_01,random,13,min,8,13,static,454797.934875,484.561625,938.5760477318029,4094.3579,5.237936,781.6739074322404,630.1538461538462,1.4894395288712692
random_n13_01,random,13,spectrum,8,13,high,457741.0275,12765.59175,35.857407667764406,4119.325039,281.900493,14.61269185861268,26,1.379131064144785
random_n13_01,random,13,spectrum,8,13,natural,456622.278625,3524.2465,129.56593093729396,4110.860345,207.008537,19.858409728290578,26,4.983305036049767
random_n13_02,random,13,max,48,13,high,834.6480416666666,21.80741666666667,38.27358620347052,41.733814,2.275148,18.343340301378195,13,2.944122015651579
random_n13_02,random,13,max,280,13,natural,825.9992535714285,0.9897857142857144,834.5233131269393,233.012099,1.501201,155.21712215752586,13,64.19410100976457
random_n13_02,random,13,min,8,13,static,456423.06375,501.3635,910.363566055367,4106.616498,5.392643,761.5220399347779,630.1538461538462,1.4446687449609095
random_n13_02,random,13,spectrum,8,13,high,457742.872125,12580.978875,36.38372472229431,4120.053676,278.383629,14.799913668773966,26,1.3993740277805504
random_n13_02,random,13,spectrum,8,13,natural,457275.227125,2146.902,212.99306029106125,4116.008694,198.24092,20.762659364171636,26,8.192040780425433
random_n13_03,random,13,max,48,13,high,835.5555,23.877875,34.99287520350953,41.7778,2.359632,17.705218440841623,13,2.6917596310391945
random_n13_03,random,13,max,280,13,natural,823.0471464285714,0.8903785714285714,924.3788797702423,232.163023,1.459853,159.031781282088,13,71.10606767463402
random_n13_03,random,13,min,8,13,static,457954.082,476.831375,960.410967084538,4122.356052,5.15462,799.7400491209827,630.1538461538462,1.5240896694456778
random_n13_03,random,13,spectrum,8,13,high,454341.36825,12861.489,35.32572070387807,4089.293092,281.748149,14.514001623485376,26,1.3586815655337718
random_n13_03,random,13,spectrum,8,13,natural,457454.720625,2204.683625,207.4922294689788,4116.887631,194.453595,21.17156862540906,26,7.980470364191492
random_n13_04,random,13,max,48,13,high,835.5239375,22.026479166666668,37.9327050491312,41.834325,2.277266,18.370416543346277,13,2.917900388394708
random_n13_04,random,13,max,280,13,natural,821.4699107142857,0.7158321428571429,1147.5733786352546,231.708595,1.414319,163.8305042921717,13,88.27487527963497
random_n13_04,random,13,min,8,13,static,454258.555125,530.273875,856.6489441423076,4088.867181,5.616411,728.0213611503859,630.1538461538462,1.359428256085205
random_n13_04,random,13,spectrum,8,13,high,457183.53475,12537.92575,36.46404866849686,4114.718202,283.274061,14.525573529303834,26,1.4024634103268023
random_n13_04,random,13,spectrum,8,13,natural,453992.109875,1764.99,257.22078304976236,4087.216615,194.781849,20.983559997933895,26,9.893107040375476
random_n13_05,random,13,max,48,13,high,835.9445833333334,23.355375,35.79238540735627,41.815729,2.359195,17.724575119903186,13,2.7532604159504825
random_n13_05,random,13,max,280,13,natural,822.4446357142857,0.8180357142857143,1005.3896441824928,232.026836,1.436403,161.5332438041413,13,77.33766493711484
random_n13_05,random,13,min,8,13,static,456475.891375,521.09275,875.9973946576689,4107.074135,5.554033,739.476005093956,630.1538461538462,1.3901325842956171
random_n13_05,random,13,spectrum,8,13,high,453948.386125,12652.64575,35.87774407775544,4085.99364,278.439381,14.674625497748826,26,1.3799132337598246
random_n13_05,random,13,spectrum,8,13,natural,455925.002875,2490.704625,183.05061077846597,4103.132747,200.828829,20.43099473034322,26,7.040408106864076
